temp,pH,DO,date,time,datetime
26.75,7,97,7/10/2013,1:41:01,7/10/2013 1:41:01
26.75,7,97,7/10/2013,1:45:06,7/10/2013 1:45:06
26.75,7,97,7/10/2013,1:50:06,7/10/2013 1:50:06
26.75,7,97,7/10/2013,1:55:06,7/10/2013 1:55:06
26.75,7,97,7/10/2013,2:01:01,7/10/2013 2:01:01
26.75,7,97,7/10/2013,2:05:06,7/10/2013 2:05:06
26.812,7,97,7/10/2013,2:10:06,7/10/2013 2:10:06
26.75,7,97,7/10/2013,2:15:06,7/10/2013 2:15:06
26.75,7,97,7/10/2013,2:21:01,7/10/2013 2:21:01
26.75,7,97,7/10/2013,2:25:06,7/10/2013 2:25:06
26.75,7,97,7/10/2013,2:30:06,7/10/2013 2:30:06
26.75,7,97,7/10/2013,2:35:07,7/10/2013 2:35:07
26.812,7,97,7/10/2013,2:41:01,7/10/2013 2:41:01
26.812,7,97,7/10/2013,2:45:06,7/10/2013 2:45:06
26.812,7,97,7/10/2013,2:50:06,7/10/2013 2:50:06
26.812,7,97,7/10/2013,2:55:06,7/10/2013 2:55:06
26.812,7,97,7/10/2013,3:01:00,7/10/2013 3:01:00
26.812,7,97,7/10/2013,3:05:05,7/10/2013 3:05:05
26.812,7,97,7/10/2013,3:10:06,7/10/2013 3:10:06
26.812,7,97,7/10/2013,3:15:06,7/10/2013 3:15:06
26.812,7,97,7/10/2013,3:21:01,7/10/2013 3:21:01
26.812,7,97,7/10/2013,3:25:06,7/10/2013 3:25:06
26.812,7,97,7/10/2013,3:30:06,7/10/2013 3:30:06
26.812,7,97,7/10/2013,3:35:06,7/10/2013 3:35:06
26.812,7,97,7/10/2013,3:41:01,7/10/2013 3:41:01
26.812,7,97,7/10/2013,3:45:06,7/10/2013 3:45:06
26.812,7,97,7/10/2013,3:50:06,7/10/2013 3:50:06
26.812,7,97,7/10/2013,3:55:06,7/10/2013 3:55:06
26.812,7,97,7/10/2013,4:01:00,7/10/2013 4:01:00
26.812,7,97,7/10/2013,4:05:06,7/10/2013 4:05:06
26.812,7,97,7/10/2013,4:10:06,7/10/2013 4:10:06
26.812,7,97,7/10/2013,4:15:06,7/10/2013 4:15:06
26.812,7,97,7/10/2013,4:21:01,7/10/2013 4:21:01
26.812,7,97,7/10/2013,4:25:06,7/10/2013 4:25:06
26.812,7,97,7/10/2013,4:30:06,7/10/2013 4:30:06
26.875,7,97,7/10/2013,4:35:06,7/10/2013 4:35:06
26.875,7,97,7/10/2013,4:41:01,7/10/2013 4:41:01
26.812,7,97,7/10/2013,4:45:06,7/10/2013 4:45:06
26.875,7,97,7/10/2013,4:50:06,7/10/2013 4:50:06
26.875,7,97,7/10/2013,4:55:06,7/10/2013 4:55:06
26.812,7,97,7/10/2013,5:01:01,7/10/2013 5:01:01
26.875,7,97,7/10/2013,5:05:06,7/10/2013 5:05:06
26.812,7,97,7/10/2013,5:10:06,7/10/2013 5:10:06
26.875,7,97,7/10/2013,5:15:06,7/10/2013 5:15:06
26.812,7,97,7/10/2013,5:21:01,7/10/2013 5:21:01
26.875,7,97,7/10/2013,5:25:06,7/10/2013 5:25:06
26.875,7,97,7/10/2013,5:30:06,7/10/2013 5:30:06
26.812,7,97,7/10/2013,5:35:06,7/10/2013 5:35:06
26.875,7,97,7/10/2013,5:41:02,7/10/2013 5:41:02
26.875,7,97,7/10/2013,5:45:06,7/10/2013 5:45:06
26.875,7,97,7/10/2013,5:50:06,7/10/2013 5:50:06
26.875,7,97,7/10/2013,5:55:06,7/10/2013 5:55:06
26.875,7,97,7/10/2013,6:01:01,7/10/2013 6:01:01
26.875,7,97,7/10/2013,6:05:06,7/10/2013 6:05:06
26.875,7,97,7/10/2013,6:10:06,7/10/2013 6:10:06
26.875,7,97,7/10/2013,6:15:06,7/10/2013 6:15:06
26.875,7,97,7/10/2013,6:21:01,7/10/2013 6:21:01
26.875,7,97,7/10/2013,6:25:07,7/10/2013 6:25:07
26.875,7,97,7/10/2013,6:30:05,7/10/2013 6:30:05
26.875,7,97,7/10/2013,6:35:05,7/10/2013 6:35:05
26.875,7,97,7/10/2013,6:40:59,7/10/2013 6:40:59
26.875,7,97,7/10/2013,6:45:04,7/10/2013 6:45:04
26.875,7,97,7/10/2013,6:50:04,7/10/2013 6:50:04
26.875,7,97,7/10/2013,6:55:04,7/10/2013 6:55:04
26.875,7,97,7/10/2013,7:00:57,7/10/2013 7:00:57
26.875,7,97,7/10/2013,7:05:04,7/10/2013 7:05:04
26.875,7,97,7/10/2013,7:10:04,7/10/2013 7:10:04
26.937,7,97,7/10/2013,7:15:04,7/10/2013 7:15:04
26.875,7,97,7/10/2013,7:20:56,7/10/2013 7:20:56
26.875,7,97,7/10/2013,7:25:04,7/10/2013 7:25:04
26.875,7,97,7/10/2013,7:30:03,7/10/2013 7:30:03
26.875,7,97,7/10/2013,7:35:04,7/10/2013 7:35:04
26.875,7,97,7/10/2013,7:40:56,7/10/2013 7:40:56
26.875,7,97,7/10/2013,7:45:03,7/10/2013 7:45:03
26.875,7,97,7/10/2013,7:50:03,7/10/2013 7:50:03
26.875,7,97,7/10/2013,7:55:03,7/10/2013 7:55:03
26.875,7,97,7/10/2013,8:00:56,7/10/2013 8:00:56
26.875,7,97,7/10/2013,8:05:03,7/10/2013 8:05:03
26.875,7,97,7/10/2013,8:10:03,7/10/2013 8:10:03
26.875,7,97,7/10/2013,8:15:03,7/10/2013 8:15:03
26.875,7,97,7/10/2013,8:20:55,7/10/2013 8:20:55
26.875,7,97,7/10/2013,8:25:04,7/10/2013 8:25:04
26.937,7,97,7/10/2013,8:30:03,7/10/2013 8:30:03
26.875,7,97,7/10/2013,8:35:04,7/10/2013 8:35:04
26.875,7,97,7/10/2013,8:40:55,7/10/2013 8:40:55
26.875,7,97,7/10/2013,8:45:04,7/10/2013 8:45:04
26.937,7,97,7/10/2013,8:50:04,7/10/2013 8:50:04
26.875,7,97,7/10/2013,8:55:03,7/10/2013 8:55:03
26.875,7,97,7/10/2013,9:00:55,7/10/2013 9:00:55
26.937,7,97,7/10/2013,9:05:03,7/10/2013 9:05:03
26.937,7,97,7/10/2013,9:10:04,7/10/2013 9:10:04
26.875,7,97,7/10/2013,9:15:03,7/10/2013 9:15:03
26.937,7,97,7/10/2013,9:20:58,7/10/2013 9:20:58
26.875,7,97,7/10/2013,9:25:04,7/10/2013 9:25:04
26.937,7,97,7/10/2013,9:30:03,7/10/2013 9:30:03
26.875,7,97,7/10/2013,9:35:04,7/10/2013 9:35:04
26.937,7,97,7/10/2013,9:40:56,7/10/2013 9:40:56
26.937,7,97,7/10/2013,9:45:03,7/10/2013 9:45:03
26.875,7,97,7/10/2013,9:50:03,7/10/2013 9:50:03
26.875,7,97,7/10/2013,9:55:03,7/10/2013 9:55:03
26.937,7,97,7/10/2013,10:00:56,7/10/2013 10:00:56
26.937,7,97,7/10/2013,10:05:03,7/10/2013 10:05:03
26.937,7,97,7/10/2013,10:10:03,7/10/2013 10:10:03
26.937,7,97,7/10/2013,10:15:03,7/10/2013 10:15:03
26.937,7,97,7/10/2013,10:20:55,7/10/2013 10:20:55
26.937,7,97,7/10/2013,10:25:03,7/10/2013 10:25:03
26.937,7,97,7/10/2013,10:30:03,7/10/2013 10:30:03
26.937,7,97,7/10/2013,10:35:03,7/10/2013 10:35:03
26.937,7,97,7/10/2013,10:40:56,7/10/2013 10:40:56
26.937,7,97,7/10/2013,10:45:03,7/10/2013 10:45:03
26.937,7,97,7/10/2013,10:50:04,7/10/2013 10:50:04
26.937,7,97,7/10/2013,10:55:03,7/10/2013 10:55:03
26.937,7,97,7/10/2013,11:01:01,7/10/2013 11:01:01
26.937,7,97,7/10/2013,11:05:04,7/10/2013 11:05:04
26.937,7,97,7/10/2013,11:10:03,7/10/2013 11:10:03
26.937,7,97,7/10/2013,11:15:03,7/10/2013 11:15:03
26.937,7,97,7/10/2013,11:20:55,7/10/2013 11:20:55
26.937,7,97,7/10/2013,11:25:03,7/10/2013 11:25:03
26.937,7,97,7/10/2013,11:30:04,7/10/2013 11:30:04
26.937,7,97,7/10/2013,11:35:03,7/10/2013 11:35:03
26.937,7,97,7/10/2013,11:41:08,7/10/2013 11:41:08
26.937,7,97,7/10/2013,11:45:03,7/10/2013 11:45:03
26.937,7,97,7/10/2013,11:50:03,7/10/2013 11:50:03
26.937,7,97,7/10/2013,11:55:03,7/10/2013 11:55:03
26.937,7,97,7/10/2013,12:00:55,7/10/2013 12:00:55
26.937,7,97,7/10/2013,12:05:04,7/10/2013 12:05:04
26.937,7,97,7/10/2013,12:10:03,7/10/2013 12:10:03
26.937,7,97,7/10/2013,12:15:03,7/10/2013 12:15:03
26.937,7,97,7/10/2013,12:20:55,7/10/2013 12:20:55
26.937,7,97,7/10/2013,12:25:04,7/10/2013 12:25:04
26.937,7,97,7/10/2013,12:30:03,7/10/2013 12:30:03
26.937,7,97,7/10/2013,12:35:04,7/10/2013 12:35:04
26.937,7,97,7/10/2013,12:40:58,7/10/2013 12:40:58
26.937,7,97,7/10/2013,12:45:03,7/10/2013 12:45:03
26.937,7,97,7/10/2013,12:50:03,7/10/2013 12:50:03
26.937,7,97,7/10/2013,12:55:04,7/10/2013 12:55:04
27,7,97,7/10/2013,13:00:55,7/10/2013 13:00:55
26.937,7,97,7/10/2013,13:05:03,7/10/2013 13:05:03
26.937,7,97,7/10/2013,13:10:03,7/10/2013 13:10:03
26.937,7,97,7/10/2013,13:15:04,7/10/2013 13:15:04
26.937,7,97,7/10/2013,13:20:55,7/10/2013 13:20:55
26.937,7,97,7/10/2013,13:25:04,7/10/2013 13:25:04
27,7,97,7/10/2013,13:30:03,7/10/2013 13:30:03
26.937,7,97,7/10/2013,13:35:03,7/10/2013 13:35:03
27,7,97,7/10/2013,13:40:55,7/10/2013 13:40:55
27,7,97,7/10/2013,13:45:04,7/10/2013 13:45:04
26.937,7,97,7/10/2013,13:50:03,7/10/2013 13:50:03
26.937,7,97,7/10/2013,13:55:04,7/10/2013 13:55:04
27,7,97,7/10/2013,14:00:55,7/10/2013 14:00:55
26.937,7,97,7/10/2013,14:05:04,7/10/2013 14:05:04
27,7,97,7/10/2013,14:10:03,7/10/2013 14:10:03
27,7,97,7/10/2013,14:15:03,7/10/2013 14:15:03
26.937,7,97,7/10/2013,14:20:55,7/10/2013 14:20:55
26.937,7,97,7/10/2013,14:25:03,7/10/2013 14:25:03
26.937,7,97,7/10/2013,14:30:03,7/10/2013 14:30:03
26.937,7,97,7/10/2013,14:35:04,7/10/2013 14:35:04
27,7,97,7/10/2013,14:40:55,7/10/2013 14:40:55
27,7,97,7/10/2013,14:45:04,7/10/2013 14:45:04
27,7,97,7/10/2013,14:50:03,7/10/2013 14:50:03
27,7,97,7/10/2013,14:55:04,7/10/2013 14:55:04
26.937,7,97,7/10/2013,15:00:55,7/10/2013 15:00:55
27,7,97,7/10/2013,15:05:03,7/10/2013 15:05:03
27,7,97,7/10/2013,15:10:03,7/10/2013 15:10:03
27,7,97,7/10/2013,15:15:04,7/10/2013 15:15:04
27,7,97,7/10/2013,15:20:56,7/10/2013 15:20:56
27,7,97,7/10/2013,15:25:03,7/10/2013 15:25:03
27,7,97,7/10/2013,15:30:04,7/10/2013 15:30:04
27,7,97,7/10/2013,15:35:03,7/10/2013 15:35:03
27,7,97,7/10/2013,15:40:58,7/10/2013 15:40:58
27,7,97,7/10/2013,15:45:04,7/10/2013 15:45:04
26.937,7,97,7/10/2013,15:50:03,7/10/2013 15:50:03
27,7,97,7/10/2013,15:55:03,7/10/2013 15:55:03
27,7,97,7/10/2013,16:00:56,7/10/2013 16:00:56
27,7,97,7/10/2013,16:05:04,7/10/2013 16:05:04
27,7,97,7/10/2013,16:10:03,7/10/2013 16:10:03
